iter	RMSE
260	0.03952544168
261	0.03924862755
262	0.03920545748
263	0.03908120143
264	0.03878048622
265	0.03858127257
266	0.03824018563
267	0.03793616669
268	0.03761303411
269	0.03753749904
270	0.03738846824
271	0.03733571336
272	0.03729715335
273	0.0370271741
274	0.03672343607
275	0.03638446516
276	0.03631851339
277	0.03606237158
278	0.03579949831
279	0.03570527388
280	0.03544304552
281	0.03517330255
282	0.03512581688
283	0.03482166626
284	0.03454561929
285	0.03430799194
286	0.03405384936
287	0.03387072999
288	0.03360107662
289	0.03354508026
290	0.03337519032
291	0.03323484773
292	0.033165068
293	0.03288170717
294	0.03259146623
295	0.03233408662
296	0.03205817966
297	0.0318650053
298	0.031763969
299	0.03158873903
300	0.0313570558
301	0.03110222569
302	0.031007084
303	0.03071604714
304	0.03054078075
305	0.03029771354
306	0.03007088684
307	0.0297791612
308	0.02964951529
309	0.02939093903
310	0.02919408389
311	0.0291497619
312	0.02889650935
313	0.0286754686
314	0.02848790723
315	0.0282587175
316	0.02820734775
317	0.02816878425
318	0.02793243181
319	0.02770437577
320	0.02748976168
321	0.02741642967
322	0.02723821435
323	0.0271688085
324	0.02711948261
325	0.026889498
326	0.02665521014
327	0.02652133558
328	0.02630367013
329	0.02608702176
330	0.02593477936
331	0.02574096452
332	0.02551625284
333	0.025445652
334	0.02524588993
335	0.02514921671
336	0.02494111641
337	0.02478439047
338	0.02474720749
339	0.02463943062
340	0.0246018063
341	0.02441166298
342	0.02438676065
343	0.02422321942
344	0.02413398005
345	0.0240326612
346	0.02386372112
347	0.02377908322
348	0.02373875367
349	0.02353827104
350	0.02337910327
351	0.02321732486
352	0.02306608314
353	0.02286890708
354	0.02267385152
355	0.0225995823
356	0.02245101152
357	0.02230109494
358	0.02218629114
359	0.02200933724
360	0.0218072979
361	0.02162193354
362	0.02145158667
363	0.02131287065
364	0.02116395608
365	0.02112924185
366	0.02097793477
367	0.0208043776
368	0.02074116749
369	0.02059134691
370	0.02043639089
371	0.02029685756
372	0.02012931611
373	0.01998068955
374	0.01979419021
375	0.01977291049
376	0.01961017716
377	0.01951445353
378	0.01942754449
379	0.01929775215
380	0.01927936195
381	0.01915611274
382	0.01905770074
383	0.01888891572
384	0.01872276149
385	0.01856520814
386	0.01842029189
387	0.01839784113
388	0.01824749316
389	0.01813563683
390	0.01797399419
391	0.01780154611
392	0.01767976602
393	0.01754912326
394	0.0175156368
395	0.01741994651
396	0.01730995871
397	0.01722582405
398	0.01712924974
399	0.01710610157
400	0.01702892537
401	0.01691429821
402	0.01679717899
403	0.01665465574
404	0.01653948411
405	0.01642454748
406	0.01628123748
407	0.0162103428
408	0.01617334953
409	0.0161451427
410	0.01605085947
411	0.0160192998
412	0.01590827714
413	0.0157676652
414	0.01564217763
415	0.01558209529
416	0.01547121262
417	0.01536959068
418	0.01533014213
419	0.01527924183
420	0.01516466079
421	0.01508908775
422	0.01498251284
423	0.01492851193
424	0.01491021481
425	0.01487524804
426	0.01480195574
427	0.01473649631
428	0.01467540239
429	0.01465549133
430	0.0145469126
431	0.01444350691
432	0.01437445849
433	0.01435187475
434	0.01425641431
435	0.01417532359
436	0.01412740854
437	0.01400618332
438	0.01392881011
439	0.01383375877
440	0.01375264154
441	0.0137368645
442	0.01365784286
443	0.01357080195
444	0.01354204403
445	0.01344758298
446	0.01338306386
447	0.01331089126
448	0.01327595588
449	0.01325914047
450	0.01317516319
451	0.01311869837
452	0.0130209457
453	0.01297100463
454	0.01291356946
455	0.01281979356
456	0.01269187366
457	0.01264225822
458	0.01254810626
459	0.01245619318
460	0.01235646743
461	0.01226523885
462	0.01218747052
463	0.01209432781
464	0.01201487051
465	0.01194022938
466	0.01192254905
467	0.01182076639
468	0.01172379316
469	0.01164277817
470	0.01156423328
471	0.01148796277
472	0.01138702951
473	0.01137314006
474	0.0112752959
475	0.01125199026
476	0.01116855255
477	0.01112544004
478	0.01105581964
479	0.01104313643
480	0.01095917651
481	0.01086759229
482	0.01081837558
483	0.0107774559
484	0.01069705806
485	0.01061030153
486	0.01054723802
487	0.01053400668
488	0.01046198896
489	0.0103804862
490	0.01030374552
491	0.0102357271
492	0.01018917764
493	0.01015436661
494	0.01014248542
495	0.01006491603
496	0.01002085771
497	0.01000745048
498	0.009998835256
499	0.009965586426
500	0.009882427631
501	0.00982203969
502	0.00975273323
503	0.00972159376
504	0.009656788968
505	0.009640586309
506	0.009578670613
507	0.009533526023
508	0.009462454842
509	0.00941523361
510	0.009366297686
511	0.009316947318
512	0.009259887844
513	0.009225188144
514	0.009144610526
515	0.009101620254
516	0.009047541254
517	0.008982025488
518	0.00889380006
519	0.008842746592
520	0.00877266551
521	0.008714558113
522	0.008658497882
523	0.008650121271
524	0.008583479709
525	0.008550242679
526	0.008512395533
527	0.008436597963
528	0.008394545599
529	0.008314300085
530	0.008260117184
531	0.008187475256
532	0.00813583815
533	0.008108111777
534	0.00808772619
535	0.00801329373
536	0.007955103328
537	0.007942481856
538	0.007883950525
539	0.007853299677
540	0.007813652994
541	0.007757362213
542	0.007690932847
543	0.007659393846
544	0.007608905095
545	0.007591430441
546	0.007574172484
547	0.00751859315
548	0.007492394011
549	0.007475160835
550	0.007437111522
551	0.007380755572
552	0.0073300325
553	0.007262729386
554	0.007235029536
555	0.007169819216
556	0.007146804145
557	0.007137889168
558	0.007089117677
559	0.007079921141
560	0.007027769755
561	0.007021985339
562	0.006995681236
563	0.006968316158
564	0.006942965664
565	0.006910237386
566	0.006851818599
567	0.006795884474
568	0.006757542891
569	0.006704958742
570	0.006655377359
571	0.006612603215
572	0.006566976911
573	0.00652256937
574	0.006461999301
575	0.006427968035
576	0.006398347574
577	0.006378101477
578	0.006321351205
579	0.006276372927
580	0.006228101639
581	0.006179696976
582	0.00613823668
583	0.00610337126
584	0.006048058841
585	0.006029078824
586	0.005990138426
587	0.00596712315
588	0.005909240856
589	0.005881808051
590	0.00584457406
591	0.005803718514
592	0.005773158335
593	0.005747977693
594	0.005713611305
595	0.005673905469
596	0.005624219733
597	0.005575175779
598	0.005545607355
599	0.005520257895
600	0.005490212202
601	0.005437730592
602	0.005395670353
603	0.005348745276
604	0.00532306668
605	0.005291348969
606	0.005263044926
607	0.005221117646
608	0.005181579475
609	0.005154058636
610	0.005130214295
611	0.005092238207
612	0.005058664818
613	0.005011250423
614	0.004993768682
615	0.004981842425
616	0.004943281991
617	0.004903436197
618	0.004870852162
619	0.004862270324
620	0.004835167186
621	0.004809275281
622	0.00477311056
623	0.0047594362
624	0.004714311644
625	0.004684748853
626	0.004655863579
627	0.004617955137
628	0.004582810556
629	0.004549285656
630	0.004522367774
631	0.004490267008
632	0.00445735057
633	0.004429566672
634	0.004416490365
635	0.004386813977
636	0.004353901781
637	0.00433934339
638	0.004303626345
639	0.004269862953
640	0.004254538406
641	0.004226680719
642	0.004191806735
643	0.004159387019
644	0.004132853377
645	0.004121025083
646	0.004094122078
647	0.004063327987
648	0.004031225839
649	0.004016298735
650	0.003999654915
651	0.003980467889
652	0.003955806879
653	0.00392678421
654	0.003899673866
655	0.003875178211
656	0.00384783438
657	0.003821317434
658	0.0037941235
659	0.003768489588
660	0.003760651083
661	0.00373389654
662	0.0037083918
663	0.003691204729
664	0.003668346993
665	0.003639399929
666	0.00360548653
667	0.00357681337
668	0.003555440663
669	0.003532811359
670	0.003524152101
671	0.003488885015
672	0.003465567415
673	0.003437380806
674	0.003429038728
675	0.003403176882
676	0.003385532077
677	0.003378510734
678	0.003356640893
679	0.003349503744
680	0.003334193882
681	0.003321133335
682	0.003293076613
683	0.003275714772
684	0.003267777123
685	0.003259097302
686	0.003240711645
687	0.003230446187
688	0.00320240525
689	0.003177456211
690	0.003154002965
691	0.003132232896
692	0.003118190988
693	0.003107502814
694	0.003087599062
695	0.003063135356
696	0.003042526218
697	0.00303181981
698	0.003010088308
699	0.002985185621
700	0.002962415165
701	0.002955182165
702	0.002933452314
703	0.002902876159
704	0.002886060248
705	0.002858650561
706	0.002835927873
707	0.002826875994
708	0.002806614011
709	0.002785048541
710	0.002763718503
711	0.002751507458
712	0.002729184649
713	0.002713792421
714	0.002694532497
715	0.002675200205
716	0.002665689803
717	0.002650623984
718	0.002644183938
719	0.002641962057
720	0.002627342542
721	0.002606329772
722	0.0025910568
723	0.002574210935
724	0.002569182091
725	0.002557749188
726	0.002537497133
727	0.002518269981
728	0.002504182649
729	0.002490906424
730	0.002477662465
731	0.002456727645
732	0.002441498987
733	0.002439368726
734	0.002427897325
735	0.002409122358
736	0.002396345936
737	0.002379404731
738	0.002362934643
739	0.002349519497
740	0.002345308103
741	0.002340845597
742	0.002325996737
743	0.002314708847
744	0.002312006285
745	0.002309891486
746	0.002304496062
747	0.002286956844
748	0.002268544231
749	0.002259633358
750	0.002242571356
751	0.002226901681
752	0.002207677221
753	0.002187762925
754	0.002182714899
755	0.00216342821
756	0.002144589808
757	0.002129431735
758	0.002118849037
759	0.002107792145
760	0.002101734243
761	0.002081018711
762	0.002068185855
763	0.002064064616
764	0.002047237451
765	0.002031117883
766	0.002016434982
767	0.002007597952
768	0.001993520177
769	0.001975734096
770	0.001959722022
771	0.001946693881
772	0.001933078632
773	0.001926492736
774	0.001914788128
775	0.001904671367
776	0.001902959458
777	0.001889221832
778	0.001875479769
779	0.001862085931
780	0.001849010076
781	0.001842174819
782	0.001840384589
783	0.001834466438
784	0.001821744193
785	0.001810866344
786	0.00180241553
787	0.001790506192
788	0.001779488189
789	0.001769341847
790	0.001764242185
791	0.001753695536
792	0.001741319083
793	0.001727336907
794	0.001715487092
795	0.001710982135
796	0.001697007376
797	0.001685095656
798	0.001678217502
799	0.001666692873
800	0.001665227389
801	0.001653812072
802	0.001641431924
803	0.001629516512
804	0.001624130828
805	0.001609601584
806	0.00159686279
807	0.001588327851
808	0.001582124276
809	0.001568297568
810	0.001557384169
811	0.001553895289
812	0.001546733705
813	0.001536865358
814	0.001527750538
815	0.001516719465
816	0.001505081117
817	0.001494294009
818	0.001482892731
819	0.00147503433
820	0.0014731268
821	0.001461993707
822	0.001457276538
823	0.001448094408
824	0.001436985647
825	0.001426280355
826	0.001418376301
827	0.001407171971
828	0.001397582416
829	0.001388048716
830	0.001377537264
831	0.001365800059
832	0.001361348005
833	0.001355213522
834	0.001352584242
835	0.001342910038
836	0.001336133171
837	0.001330934244
838	0.001329804882
839	0.001325794631
840	0.001321899035
841	0.001310816346
842	0.001299415001
843	0.001288123637
844	0.001278373597
845	0.001268780984
846	0.00126052797
847	0.001248928622
848	0.001238591757
849	0.001231764785
850	0.001222075066
851	0.00121950936
852	0.001218318937
853	0.001211548636
854	0.001203906491
855	0.001195989675
856	0.001190414704
857	0.001188943627
858	0.001182271244
859	0.001175115805
860	0.001171362007
861	0.00116343613
862	0.001153488346
863	0.001145451627
864	0.001138872163
865	0.001135877973
866	0.00113061189
867	0.001123849141
868	0.001117544581
869	0.001110974364
870	0.001103267243
871	0.001096275895
872	0.001087611751
873	0.001078190774
874	0.001070083857
875	0.001066663011
876	0.001060489323
877	0.001053815823
878	0.001046940667
879	0.001037985652
880	0.001035472532
881	0.00102696462
882	0.001017543502
883	0.001008913541
884	0.001000685153
885	0.000996680746
886	0.0009888814307
887	0.0009874658336
888	0.000979993353
889	0.0009745661122
890	0.0009713776297
891	0.0009688871985
892	0.0009646393172
893	0.000963944924
894	0.0009590053507
895	0.0009527760701
896	0.0009459448273
897	0.0009451863377
898	0.0009400356403
899	0.0009378757709
900	0.0009286047789
901	0.0009207290038
902	0.0009191623836
903	0.0009125197729
904	0.0009044106822
905	0.0009030088161
906	0.0008961537705
907	0.0008952219595
908	0.0008894609345
909	0.0008831269922
910	0.0008764134932
911	0.0008750875933
912	0.0008694789716
913	0.0008645343948
914	0.0008605107412
915	0.0008571268188
916	0.0008499166687
917	0.0008461745599
918	0.0008386932084
919	0.0008350020171
920	0.0008274152419
921	0.0008231698168
922	0.0008172814669
923	0.0008108157439
924	0.000804556559
925	0.0008002047495
926	0.0007971048807
927	0.0007962492289
928	0.000790665536
929	0.0007858571526
930	0.0007796748169
931	0.0007740914671
932	0.0007692506131
933	0.0007682264456
934	0.0007611008984
935	0.0007552307437
936	0.0007495567992
937	0.0007448648781
938	0.0007419681076
939	0.000739092632
940	0.0007350623865
941	0.0007306301951
942	0.0007262664819
943	0.0007212759194
944	0.0007158520615
945	0.0007131380713
946	0.0007093979707
947	0.0007066640073
948	0.000700617993
949	0.000695598793
950	0.0006907715762
951	0.0006866608424
952	0.0006820471017
953	0.0006760051604
954	0.0006715532779
955	0.0006675025919
956	0.0006656590593
957	0.0006623302422
958	0.0006616262106
959	0.0006582293805
960	0.0006530148096
961	0.0006523269058
962	0.0006473664739
963	0.0006423475099
964	0.0006376717961
965	0.0006337904205
966	0.0006303881633
967	0.0006259415599
968	0.0006221026093
969	0.0006183082267
970	0.0006124956603
971	0.000609261465
972	0.0006052594578
973	0.0006015609442
974	0.0005982329289
975	0.000593373378
976	0.0005885323152
977	0.000584164476
978	0.0005837091527
979	0.0005799880925
980	0.0005748524348
981	0.0005711447431
982	0.0005665626457
983	0.0005654753104
984	0.0005636223142
985	0.0005600866926
986	0.000557094139
987	0.0005536894771
988	0.000550405125
989	0.0005490817371
990	0.0005462498022
991	0.0005449265142
992	0.0005423264296
993	0.0005394309243
994	0.0005379599344
995	0.0005350902536
996	0.0005312732941
997	0.0005291471466
998	0.0005273607821
999	0.0005235319188
